1.523300280000000000e+12,6.748010000000000218e+03,6.748010000000000218e+03,6.748010000000000218e+03,6.748010000000000218e+03,9.155792799999999954e-01
1.523300220000000000e+12,6.748010000000000218e+03,6.748010000000000218e+03,6.748000000000000000e+03,6.748000000000000000e+03,1.121224570000000087e+00
1.523300160000000000e+12,6.748010000000000218e+03,6.748010000000000218e+03,6.748000000000000000e+03,6.748010000000000218e+03,1.227249760000000300e+00
1.523300100000000000e+12,6.748380000000000109e+03,6.748380000000000109e+03,6.748000000000000000e+03,6.748000000000000000e+03,5.379492439999999931e+00
1.523300040000000000e+12,6.752789999999999964e+03,6.752789999999999964e+03,6.748369999999999891e+03,6.748369999999999891e+03,9.261413809999996971e+00
1.523299980000000000e+12,6.752789999999999964e+03,6.752789999999999964e+03,6.752779999999999745e+03,6.752779999999999745e+03,2.883260599999999840e+00
1.523299920000000000e+12,6.752789999999999964e+03,6.752789999999999964e+03,6.752779999999999745e+03,6.752789999999999964e+03,1.793255379999999954e+00
1.523299860000000000e+12,6.752800000000000182e+03,6.752800000000000182e+03,6.752779999999999745e+03,6.752779999999999745e+03,3.001341739999999536e+00
1.523299800000000000e+12,6.752789999999999964e+03,6.752800000000000182e+03,6.752789999999999964e+03,6.752789999999999964e+03,5.028206629999999677e+00
1.523299740000000000e+12,6.752090000000000146e+03,6.754000000000000000e+03,6.752090000000000146e+03,6.752789999999999964e+03,5.389514339999999848e+00
1.523299680000000000e+12,6.752079999999999927e+03,6.752090000000000146e+03,6.752079999999999927e+03,6.752090000000000146e+03,2.784214859999999625e+00
1.523299620000000000e+12,6.752079999999999927e+03,6.752090000000000146e+03,6.752079999999999927e+03,6.752090000000000146e+03,2.513275799999999727e+00
1.523299560000000000e+12,6.752090000000000146e+03,6.752090000000000146e+03,6.752079999999999927e+03,6.752079999999999927e+03,4.784850980000000753e+00
1.523299500000000000e+12,6.752079999999999927e+03,6.752090000000000146e+03,6.752079999999999927e+03,6.752090000000000146e+03,2.342200099999999896e+00
1.523299440000000000e+12,6.752079999999999927e+03,6.752090000000000146e+03,6.752079999999999927e+03,6.752090000000000146e+03,3.966778110000000357e+00
1.523299380000000000e+12,6.752090000000000146e+03,6.752090000000000146e+03,6.752079999999999927e+03,6.752090000000000146e+03,2.933456330000000278e+00
1.523299320000000000e+12,6.748909999999999854e+03,6.752079999999999927e+03,6.748909999999999854e+03,6.752079999999999927e+03,2.502206789999999792e+00
1.523299260000000000e+12,6.748489999999999782e+03,6.748909999999999854e+03,6.748489999999999782e+03,6.748909999999999854e+03,6.201876960000000771e+00
1.523299200000000000e+12,6.748489999999999782e+03,6.748489999999999782e+03,6.748489999999999782e+03,6.748489999999999782e+03,4.256099999999999106e+00
1.523299140000000000e+12,6.748489999999999782e+03,6.748489999999999782e+03,6.748479999999999563e+03,6.748479999999999563e+03,6.338686209999999654e+00
1.523299080000000000e+12,6.748489999999999782e+03,6.748489999999999782e+03,6.748479999999999563e+03,6.748489999999999782e+03,3.730915399999999993e-01
1.523299020000000000e+12,6.748489999999999782e+03,6.748489999999999782e+03,6.748479999999999563e+03,6.748489999999999782e+03,4.186016770000000164e+00
1.523298960000000000e+12,6.748479999999999563e+03,6.748489999999999782e+03,6.748479999999999563e+03,6.748489999999999782e+03,1.796393649999999731e+00
1.523298900000000000e+12,6.747590000000000146e+03,6.748279999999999745e+03,6.747579999999999927e+03,6.748279999999999745e+03,1.890599050000000281e+00
1.523298840000000000e+12,6.744890000000000327e+03,6.747590000000000146e+03,6.744890000000000327e+03,6.747579999999999927e+03,1.399169210000000163e+00
1.523298780000000000e+12,6.744890000000000327e+03,6.744890000000000327e+03,6.744880000000000109e+03,6.744890000000000327e+03,1.248799999999999910e+00
1.523298720000000000e+12,6.744880000000000109e+03,6.744890000000000327e+03,6.744880000000000109e+03,6.744890000000000327e+03,4.414441000000000059e+00
1.523298660000000000e+12,6.744880000000000109e+03,6.744890000000000327e+03,6.744880000000000109e+03,6.744890000000000327e+03,4.084022160000000845e+00
