1.522655700000000000e+12,7.086189999999999600e+03,7.086189999999999600e+03,7.073359999999999673e+03,7.073359999999999673e+03,7.356374519999997474e+00
1.522655640000000000e+12,7.069989999999999782e+03,7.088000000000000000e+03,7.069989999999999782e+03,7.086180000000000291e+03,7.017976641000005600e+01
1.522655580000000000e+12,7.021000000000000000e+03,7.069989999999999782e+03,7.021000000000000000e+03,7.069989999999999782e+03,1.078766259000003771e+02
1.522655520000000000e+12,7.013000000000000000e+03,7.034270000000000437e+03,7.013000000000000000e+03,7.021000000000000000e+03,5.700751398000000592e+01
1.522655460000000000e+12,6.989829999999999927e+03,7.013000000000000000e+03,6.989829999999999927e+03,7.013000000000000000e+03,3.313991006999999911e+01
1.522655400000000000e+12,6.989600000000000364e+03,6.989840000000000146e+03,6.983149999999999636e+03,6.989840000000000146e+03,2.198629442999999384e+01
1.522655340000000000e+12,6.985970000000000255e+03,7.000640000000000327e+03,6.985970000000000255e+03,6.989020000000000437e+03,5.022069296999998045e+01
1.522655280000000000e+12,6.960000000000000000e+03,6.985970000000000255e+03,6.960000000000000000e+03,6.985970000000000255e+03,1.807961640000000614e+01
1.522655220000000000e+12,6.959069999999999709e+03,6.960000000000000000e+03,6.959060000000000400e+03,6.960000000000000000e+03,9.702598099999999448e-01
1.522655160000000000e+12,6.944569999999999709e+03,6.959069999999999709e+03,6.944569999999999709e+03,6.959069999999999709e+03,9.354933599999999405e-01
1.522655100000000000e+12,6.944560000000000400e+03,6.944569999999999709e+03,6.944560000000000400e+03,6.944569999999999709e+03,2.210666721999999851e+01
1.522655040000000000e+12,6.944569999999999709e+03,6.944569999999999709e+03,6.944560000000000400e+03,6.944569999999999709e+03,1.878999999999999837e-01
1.522654980000000000e+12,6.944569999999999709e+03,6.944569999999999709e+03,6.944560000000000400e+03,6.944569999999999709e+03,7.457248999999999128e-01
1.522654920000000000e+12,6.932210000000000036e+03,6.944569999999999709e+03,6.932210000000000036e+03,6.944560000000000400e+03,5.073771120000003521e+00
1.522654860000000000e+12,6.933510000000000218e+03,6.933510000000000218e+03,6.930289999999999964e+03,6.932210000000000036e+03,5.899054099999999634e-01
1.522654800000000000e+12,6.933500000000000000e+03,6.933510000000000218e+03,6.933500000000000000e+03,6.933510000000000218e+03,5.719999999999999529e-01
1.522654740000000000e+12,6.933510000000000218e+03,6.933510000000000218e+03,6.933510000000000218e+03,6.933510000000000218e+03,2.170479170000000124e+00
1.522654680000000000e+12,6.936989999999999782e+03,6.936989999999999782e+03,6.931390000000000327e+03,6.933500000000000000e+03,1.599042560000000446e+00
1.522654620000000000e+12,6.937310000000000400e+03,6.937310000000000400e+03,6.936989999999999782e+03,6.937000000000000000e+03,6.239066199999998563e-01
1.522654560000000000e+12,6.937399999999999636e+03,6.937399999999999636e+03,6.937300000000000182e+03,6.937300000000000182e+03,3.350651199999999275e+00
1.522654500000000000e+12,6.936989999999999782e+03,6.937399999999999636e+03,6.936989999999999782e+03,6.937399999999999636e+03,1.495466429999999791e+00
1.522654440000000000e+12,6.937000000000000000e+03,6.937000000000000000e+03,6.936989999999999782e+03,6.936989999999999782e+03,9.839999999999998748e-02
1.522654380000000000e+12,6.942149999999999636e+03,6.942149999999999636e+03,6.931010000000000218e+03,6.936989999999999782e+03,6.930595400000000295e-01
1.522654320000000000e+12,6.942149999999999636e+03,6.942159999999999854e+03,6.942149999999999636e+03,6.942149999999999636e+03,1.324883900000000114e-01
1.522654260000000000e+12,6.951010000000000218e+03,6.951010000000000218e+03,6.942159999999999854e+03,6.942159999999999854e+03,2.565504839999999565e+00
1.522654200000000000e+12,6.945439999999999600e+03,6.955060000000000400e+03,6.945439999999999600e+03,6.951979999999999563e+03,1.556437596000000134e+01
1.522654140000000000e+12,6.952000000000000000e+03,6.955000000000000000e+03,6.943399999999999636e+03,6.945439999999999600e+03,2.101443229999998774e+00
1.522654080000000000e+12,6.927020000000000437e+03,6.951979999999999563e+03,6.927020000000000437e+03,6.951979999999999563e+03,1.540818750999997988e+01
1.522654020000000000e+12,6.927020000000000437e+03,6.927020000000000437e+03,6.927010000000000218e+03,6.927020000000000437e+03,2.671963959999999805e+00
1.522653960000000000e+12,6.927010000000000218e+03,6.927020000000000437e+03,6.927010000000000218e+03,6.927010000000000218e+03,5.089000000000000190e-01
1.522653900000000000e+12,6.927020000000000437e+03,6.927020000000000437e+03,6.927010000000000218e+03,6.927010000000000218e+03,2.646000000000000019e-01
1.522653840000000000e+12,6.927020000000000437e+03,6.927020000000000437e+03,6.927010000000000218e+03,6.927020000000000437e+03,1.003239549999999980e+00
